title,price,available,rating,upc,url,category
The Long Shadow of Small Ghosts: Murder and Memory in an American City,10.97,15,1,abeafe151a587d3b,https://books.toscrape.com/catalogue/the-long-shadow-of-small-ghosts-murder-and-memory-in-an-american-city_848/index.html,Crime
The Kite Runner,41.82,15,4,eac1a180047ad54e,https://books.toscrape.com/catalogue/the-kite-runner_847/index.html,Default
The House by the Lake,36.95,15,1,9287e238d7c3b06e,https://books.toscrape.com/catalogue/the-house-by-the-lake_846/index.html,Historical Fiction
The Glittering Court (The Glittering Court #1),44.28,15,1,2dbb7ec08cdd7f3c,https://books.toscrape.com/catalogue/the-glittering-court-the-glittering-court-1_845/index.html,Fantasy
The Girl on the Train,55.02,15,2,e956d67c9bcc5809,https://books.toscrape.com/catalogue/the-girl-on-the-train_844/index.html,Default
The Genius of Birds,17.24,15,1,42d0d7c92b75fc1c,https://books.toscrape.com/catalogue/the-genius-of-birds_843/index.html,Nonfiction
The Emerald Mystery,23.15,15,2,d6670dfe3e7b42bd,https://books.toscrape.com/catalogue/the-emerald-mystery_842/index.html,Default
The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,41.25,15,1,96a38e7c813d8f1d,https://books.toscrape.com/catalogue/the-cookies-cups-cookbook-125-sweet-savory-recipes-reminding-you-to-always-eat-dessert-first_841/index.html,Food and Drink
The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,32.0,15,3,efc3768127714ec3,https://books.toscrape.com/catalogue/the-bridge-to-consciousness-im-writing-the-bridge-between-science-and-our-old-and-new-beliefs_840/index.html,Default
The Artist's Way: A Spiritual Path to Higher Creativity,38.49,15,5,dd047728de72ad62,https://books.toscrape.com/catalogue/the-artists-way-a-spiritual-path-to-higher-creativity_839/index.html,Nonfiction
The Art of War,33.34,15,5,e7469e22b5bfb3e7,https://books.toscrape.com/catalogue/the-art-of-war_838/index.html,Default
The Argonauts,10.93,15,2,c99761a700ade23f,https://books.toscrape.com/catalogue/the-argonauts_837/index.html,Autobiography
The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,27.55,15,3,56e4f9eab2e8e674,https://books.toscrape.com/catalogue/the-10-entrepreneur-live-your-startup-dream-without-quitting-your-day-job_836/index.html,Business
Suddenly in Love (Lake Haven #1),55.99,15,2,203b7f94b7d6115f,https://books.toscrape.com/catalogue/suddenly-in-love-lake-haven-1_835/index.html,Romance
Something More Than This,16.24,15,4,ca71e72655bece85,https://books.toscrape.com/catalogue/something-more-than-this_834/index.html,Romance
Soft Apocalypse,26.12,15,2,2a70769cdc6eb8b8,https://books.toscrape.com/catalogue/soft-apocalypse_833/index.html,Science Fiction
So You've Been Publicly Shamed,12.23,15,2,1b33663ad7b95fd8,https://books.toscrape.com/catalogue/so-youve-been-publicly-shamed_832/index.html,Nonfiction
Shoe Dog: A Memoir by the Creator of NIKE,23.99,15,2,0e0dcc3339602b28,https://books.toscrape.com/catalogue/shoe-dog-a-memoir-by-the-creator-of-nike_831/index.html,Business
"Shobu Samurai, Project Aryoku (#3)",29.06,15,3,0c27e6c3744fc14b,https://books.toscrape.com/catalogue/shobu-samurai-project-aryoku-3_830/index.html,Add a comment
Secrets and Lace (Fatal Hearts #1),20.27,15,1,ad04ad9fc179fc5d,https://books.toscrape.com/catalogue/secrets-and-lace-fatal-hearts-1_829/index.html,Default
Scarlett Epstein Hates It Here,43.55,15,5,1c929cfd16b71907,https://books.toscrape.com/catalogue/scarlett-epstein-hates-it-here_828/index.html,Young Adult
Romero and Juliet: A Tragic Tale of Love and Zombies,36.94,15,1,e656e280bc8edd56,https://books.toscrape.com/catalogue/romero-and-juliet-a-tragic-tale-of-love-and-zombies_827/index.html,Default
Redeeming Love,20.47,15,5,b53db2271c9624f7,https://books.toscrape.com/catalogue/redeeming-love_826/index.html,Christian Fiction
Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,41.06,15,1,d9c643fa1fc57bdb,https://books.toscrape.com/catalogue/poses-for-artists-volume-1-dynamic-and-sitting-poses-an-essential-reference-for-figure-drawing-and-the-human-form_825/index.html,Default
Poems That Make Grown Women Cry,14.19,15,4,31001a1210623bd4,https://books.toscrape.com/catalogue/poems-that-make-grown-women-cry_824/index.html,Poetry
"Nightingale, Sing",38.28,15,1,50b8f80311b31ede,https://books.toscrape.com/catalogue/nightingale-sing_823/index.html,Young Adult
Night Sky with Exit Wounds,41.05,15,1,cfeb1e1e0e695b58,https://books.toscrape.com/catalogue/night-sky-with-exit-wounds_822/index.html,Poetry
Mrs. Houdini,30.25,15,5,a40723994f715420,https://books.toscrape.com/catalogue/mrs-houdini_821/index.html,Historical Fiction
Modern Romance,28.26,15,5,caf4fe9311f1dc59,https://books.toscrape.com/catalogue/modern-romance_820/index.html,Add a comment
Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children #1),10.76,15,1,af96613fdd793a3c,https://books.toscrape.com/catalogue/miss-peregrines-home-for-peculiar-children-miss-peregrines-peculiar-children-1_819/index.html,Default
Louisa: The Extraordinary Life of Mrs. Adams,16.85,15,2,d69dd8dac66f9f84,https://books.toscrape.com/catalogue/louisa-the-extraordinary-life-of-mrs-adams_818/index.html,Biography
Little Red,13.47,15,3,4aa03792b50f0b22,https://books.toscrape.com/catalogue/little-red_817/index.html,Childrens
Library of Souls (Miss Peregrine’s Peculiar Children #3),48.56,15,5,ba54932df84e8cea,https://books.toscrape.com/catalogue/library-of-souls-miss-peregrines-peculiar-children-3_816/index.html,Young Adult
Large Print Heart of the Pride,19.15,15,2,c1afd71fc86bf682,https://books.toscrape.com/catalogue/large-print-heart-of-the-pride_815/index.html,Default
I Had a Nice Time And Other Lies...: How to find love & sh*t like that,57.36,15,4,fd8585283fc7d2d7,https://books.toscrape.com/catalogue/i-had-a-nice-time-and-other-lies-how-to-find-love-sht-like-that_814/index.html,Womens Fiction
Hollow City (Miss Peregrine’s Peculiar Children #2),42.98,15,1,4ce91d31c1e57c33,https://books.toscrape.com/catalogue/hollow-city-miss-peregrines-peculiar-children-2_813/index.html,Fantasy
Grumbles,22.16,15,2,d163dd6c352fbcd2,https://books.toscrape.com/catalogue/grumbles_812/index.html,Default
Full Moon over Noah’s Ark: An Odyssey to Mount Ararat and Beyond,49.43,15,4,ce60436f52c5ee68,https://books.toscrape.com/catalogue/full-moon-over-noahs-ark-an-odyssey-to-mount-ararat-and-beyond_811/index.html,Travel
Frostbite (Vampire Academy #2),29.99,15,5,116a2fdc9a45bab0,https://books.toscrape.com/catalogue/frostbite-vampire-academy-2_810/index.html,Young Adult
Follow You Home,21.36,15,1,8585760646e3aa2a,https://books.toscrape.com/catalogue/follow-you-home_809/index.html,Horror
First Steps for New Christians (Print Edition),29.0,15,1,2f88b08bf0a0e367,https://books.toscrape.com/catalogue/first-steps-for-new-christians-print-edition_808/index.html,Default
Finders Keepers (Bill Hodges Trilogy #2),53.53,15,5,edb3097e71330040,https://books.toscrape.com/catalogue/finders-keepers-bill-hodges-trilogy-2_807/index.html,Fiction
"Fables, Vol. 1: Legends in Exile (Fables #1)",41.62,15,4,65d034adf80834b7,https://books.toscrape.com/catalogue/fables-vol-1-legends-in-exile-fables-1_806/index.html,Sequential Art
Eureka Trivia 6.0,54.59,15,4,29c0025455f8c585,https://books.toscrape.com/catalogue/eureka-trivia-60_805/index.html,Default
Drive: The Surprising Truth About What Motivates Us,34.95,15,4,6ffb36aaeff1c81e,https://books.toscrape.com/catalogue/drive-the-surprising-truth-about-what-motivates-us_804/index.html,Default
Done Rubbed Out (Reightman & Bailey #1),37.72,15,5,f6d967cdadc6fbd9,https://books.toscrape.com/catalogue/done-rubbed-out-reightman-bailey-1_803/index.html,Default
Doing It Over (Most Likely To #1),35.61,15,3,3a11bb962ff45b78,https://books.toscrape.com/catalogue/doing-it-over-most-likely-to-1_802/index.html,Romance
"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",42.16,15,3,46c1530d7546ea6d,https://books.toscrape.com/catalogue/deliciously-ella-every-day-quick-and-easy-recipes-for-gluten-free-snacks-packed-lunches-and-simple-meals_801/index.html,Food and Drink
Dark Notes,19.19,15,5,88c21fcd38e2486e,https://books.toscrape.com/catalogue/dark-notes_800/index.html,Erotica
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",19.43,15,3,3b9a3b4624b7fd6d,https://books.toscrape.com/catalogue/daring-greatly-how-the-courage-to-be-vulnerable-transforms-the-way-we-live-love-parent-and-lead_799/index.html,Nonfiction
Close to You,49.46,15,4,a57b1dcbd6849222,https://books.toscrape.com/catalogue/close-to-you_798/index.html,Christian Fiction
Chasing Heaven: What Dying Taught Me About Living,37.8,15,2,513271dadc1322ae,https://books.toscrape.com/catalogue/chasing-heaven-what-dying-taught-me-about-living_797/index.html,Spirituality
Big Magic: Creative Living Beyond Fear,30.8,15,3,1f329c2e7d7de8bd,https://books.toscrape.com/catalogue/big-magic-creative-living-beyond-fear_796/index.html,Nonfiction
Becoming Wise: An Inquiry into the Mystery and Art of Living,27.43,15,2,919e7cb2269a25d2,https://books.toscrape.com/catalogue/becoming-wise-an-inquiry-into-the-mystery-and-art-of-living_795/index.html,Nonfiction
Beauty Restored (Riley Family Legacy Novellas #3),11.11,15,2,3f69e667a67e54d9,https://books.toscrape.com/catalogue/beauty-restored-riley-family-legacy-novellas-3_794/index.html,Default
Batman: The Long Halloween (Batman),36.5,15,2,7edc0527cf782e19,https://books.toscrape.com/catalogue/batman-the-long-halloween-batman_793/index.html,Sequential Art
Batman: The Dark Knight Returns (Batman),15.38,15,5,47271d8e08b5d31c,https://books.toscrape.com/catalogue/batman-the-dark-knight-returns-batman_792/index.html,Sequential Art
Ayumi's Violin,15.48,15,2,05f7c6d9a4e582d3,https://books.toscrape.com/catalogue/ayumis-violin_791/index.html,Default
Anonymous,46.82,15,4,d24b829be2ca81c4,https://books.toscrape.com/catalogue/anonymous_790/index.html,Default
Amy Meets the Saints and Sages,18.46,15,3,7ebfa6c1bee69e1e,https://books.toscrape.com/catalogue/amy-meets-the-saints-and-sages_789/index.html,Default
Amid the Chaos,36.58,15,1,bb8245f52c7cce8f,https://books.toscrape.com/catalogue/amid-the-chaos_788/index.html,Cultural
Amatus,50.54,15,5,ffd54178acc9a6a5,https://books.toscrape.com/catalogue/amatus_787/index.html,Default
Agnostic: A Spirited Manifesto,12.51,15,5,d195e7f4ed697350,https://books.toscrape.com/catalogue/agnostic-a-spirited-manifesto_786/index.html,Nonfiction
Zealot: The Life and Times of Jesus of Nazareth,24.7,14,3,dd5bfa6cc2c0ecc3,https://books.toscrape.com/catalogue/zealot-the-life-and-times-of-jesus-of-nazareth_785/index.html,History
You (You #1),43.61,14,5,024387ca4cafd5cc,https://books.toscrape.com/catalogue/you-you-1_784/index.html,Thriller
"Wonder Woman: Earth One, Volume One (Wonder Woman: Earth One #1)",37.34,14,4,047097293bb4d1c0,https://books.toscrape.com/catalogue/wonder-woman-earth-one-volume-one-wonder-woman-earth-one-1_783/index.html,Sequential Art
Wild Swans,14.36,14,2,3fb15ace50d6142b,https://books.toscrape.com/catalogue/wild-swans_782/index.html,Young Adult
Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,52.65,14,4,2b5054a4192e9b06,https://books.toscrape.com/catalogue/why-the-right-went-wrong-conservatism-from-goldwater-to-the-tea-party-and-beyond_781/index.html,Politics
Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,38.2,14,4,44a10f1ac8ce822e,https://books.toscrape.com/catalogue/whole-lotta-creativity-going-on-60-fun-and-unusual-exercises-to-awaken-and-strengthen-your-creativity_780/index.html,Nonfiction
What's It Like in Space?: Stories from Astronauts Who've Been There,19.6,14,2,6fd646a334e6e133,https://books.toscrape.com/catalogue/whats-it-like-in-space-stories-from-astronauts-whove-been-there_779/index.html,Nonfiction
"We Are Robin, Vol. 1: The Vigilante Business (We Are Robin #1)",53.9,14,1,92275cedf6d8ee15,https://books.toscrape.com/catalogue/we-are-robin-vol-1-the-vigilante-business-we-are-robin-1_778/index.html,Sequential Art
Walt Disney's Alice in Wonderland,12.96,14,5,6a31307a81e8f3a8,https://books.toscrape.com/catalogue/walt-disneys-alice-in-wonderland_777/index.html,Childrens
V for Vendetta (V for Vendetta Complete),37.1,14,4,4a1debca3135ff37,https://books.toscrape.com/catalogue/v-for-vendetta-v-for-vendetta-complete_776/index.html,Default
Until Friday Night (The Field Party #1),46.31,14,2,aba2db9afb1469c7,https://books.toscrape.com/catalogue/until-friday-night-the-field-party-1_775/index.html,Young Adult
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",45.95,14,2,76c84daa539426e2,https://books.toscrape.com/catalogue/unbroken-a-world-war-ii-story-of-survival-resilience-and-redemption_774/index.html,Default
Twenty Yawns,22.08,14,2,1d6443ffba9dfd80,https://books.toscrape.com/catalogue/twenty-yawns_773/index.html,Childrens
Through the Woods,25.38,14,2,6e44bcbeac7f4360,https://books.toscrape.com/catalogue/through-the-woods_772/index.html,Sequential Art
This Is Where It Ends,27.12,14,2,f0f38174a7e689a3,https://books.toscrape.com/catalogue/this-is-where-it-ends_771/index.html,Young Adult
The Year of Magical Thinking,43.04,14,2,34c0d7c4ee5650af,https://books.toscrape.com/catalogue/the-year-of-magical-thinking_770/index.html,Nonfiction
The Wright Brothers,56.8,14,4,08b2f71d93836313,https://books.toscrape.com/catalogue/the-wright-brothers_769/index.html,Default
The White Queen (The Cousins' War #1),25.91,14,5,6875c5657661b2fb,https://books.toscrape.com/catalogue/the-white-queen-the-cousins-war-1_768/index.html,Add a comment
The Wedding Pact (The O'Malleys #2),32.61,14,3,c5cb9f885d8b3621,https://books.toscrape.com/catalogue/the-wedding-pact-the-omalleys-2_767/index.html,Romance
The Time Keeper,27.88,14,5,e9906e2f0d189745,https://books.toscrape.com/catalogue/the-time-keeper_766/index.html,Fiction
The Testament of Mary,52.67,14,4,081305e6df719dff,https://books.toscrape.com/catalogue/the-testament-of-mary_765/index.html,Fiction
The Star-Touched Queen,46.02,14,5,1528279aec1f3dce,https://books.toscrape.com/catalogue/the-star-touched-queen_764/index.html,Fantasy
The Songs of the Gods,44.48,14,5,00c4543ec6bd25b4,https://books.toscrape.com/catalogue/the-songs-of-the-gods_763/index.html,Default
The Song of Achilles,37.4,14,5,e88fb1c9397cfb27,https://books.toscrape.com/catalogue/the-song-of-achilles_762/index.html,Add a comment
The Rosie Project (Don Tillman #1),54.04,14,1,012094e90a4b908d,https://books.toscrape.com/catalogue/the-rosie-project-don-tillman-1_761/index.html,Default
The Power of Habit: Why We Do What We Do in Life and Business,16.88,14,3,6bdd909329435e80,https://books.toscrape.com/catalogue/the-power-of-habit-why-we-do-what-we-do-in-life-and-business_760/index.html,Default
The Marriage of Opposites,28.08,14,4,52cf2a5933ec5d8f,https://books.toscrape.com/catalogue/the-marriage-of-opposites_759/index.html,Historical Fiction
The Lucifer Effect: Understanding How Good People Turn Evil,10.4,14,1,4e812d32d64e2431,https://books.toscrape.com/catalogue/the-lucifer-effect-understanding-how-good-people-turn-evil_758/index.html,Psychology
The Long Haul (Diary of a Wimpy Kid #9),44.07,14,1,f21effc079a2b38a,https://books.toscrape.com/catalogue/the-long-haul-diary-of-a-wimpy-kid-9_757/index.html,Humor
The Loney,23.4,14,1,2d88a31f325dfd3b,https://books.toscrape.com/catalogue/the-loney_756/index.html,Horror
The Literature Book (Big Ideas Simply Explained),17.43,14,3,4881cc53f6c8892f,https://books.toscrape.com/catalogue/the-literature-book-big-ideas-simply-explained_755/index.html,Nonfiction
The Last Mile (Amos Decker #2),54.21,14,2,3bc89353f7e3a3cc,https://books.toscrape.com/catalogue/the-last-mile-amos-decker-2_754/index.html,Mystery
The Immortal Life of Henrietta Lacks,40.67,14,2,f72f61ad6a5f12ed,https://books.toscrape.com/catalogue/the-immortal-life-of-henrietta-lacks_753/index.html,Add a comment
The Hidden Oracle (The Trials of Apollo #1),52.26,14,2,992974ba6a0536ea,https://books.toscrape.com/catalogue/the-hidden-oracle-the-trials-of-apollo-1_752/index.html,Fantasy
The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,28.77,14,3,ddc8340dabc8641b,https://books.toscrape.com/catalogue/the-help-yourself-cookbook-for-kids-60-easy-plant-based-recipes-kids-can-make-to-stay-healthy-and-save-the-earth_751/index.html,Food and Drink
The Guilty (Will Robie #4),13.82,14,2,847935fc68707426,https://books.toscrape.com/catalogue/the-guilty-will-robie-4_750/index.html,Thriller
The First Hostage (J.B. Collins #2),25.85,14,3,a86972014275e072,https://books.toscrape.com/catalogue/the-first-hostage-jb-collins-2_749/index.html,Fiction
The Dovekeepers,48.78,14,1,3d76bc83c6b644c9,https://books.toscrape.com/catalogue/the-dovekeepers_748/index.html,Add a comment
The Darkest Lie,35.35,14,5,6edacfd1f8ebb9eb,https://books.toscrape.com/catalogue/the-darkest-lie_747/index.html,Young Adult
The Bane Chronicles (The Bane Chronicles #1-11),44.73,14,4,dc6f688b82e42a5b,https://books.toscrape.com/catalogue/the-bane-chronicles-the-bane-chronicles-1-11_746/index.html,Fantasy
The Bad-Ass Librarians of Timbuktu: And Their Race to Save the World’s Most Precious Manuscripts,15.77,14,1,923831a05c9f91f7,https://books.toscrape.com/catalogue/the-bad-ass-librarians-of-timbuktu-and-their-race-to-save-the-worlds-most-precious-manuscripts_745/index.html,Nonfiction
The 14th Colony (Cotton Malone #11),39.24,14,1,1b8187fa4bf6ab05,https://books.toscrape.com/catalogue/the-14th-colony-cotton-malone-11_744/index.html,Thriller
That Darkness (Gardiner and Renner #1),13.92,14,1,0c7b9cf2b7662b65,https://books.toscrape.com/catalogue/that-darkness-gardiner-and-renner-1_743/index.html,Mystery
Tastes Like Fear (DI Marnie Rome #3),10.69,14,1,2d1e337aaf341858,https://books.toscrape.com/catalogue/tastes-like-fear-di-marnie-rome-3_742/index.html,Mystery
Take Me with You,45.21,14,3,2c04320e110a14a3,https://books.toscrape.com/catalogue/take-me-with-you_741/index.html,Fiction
Swell: A Year of Waves,45.58,14,1,4c8b7540409da4ac,https://books.toscrape.com/catalogue/swell-a-year-of-waves_740/index.html,Nonfiction
Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),11.89,14,5,ac8e3949d284e9a9,https://books.toscrape.com/catalogue/superman-vol-1-before-truth-superman-by-gene-luen-yang-1_739/index.html,Sequential Art
Still Life with Bread Crumbs,26.41,14,3,fe44cc816576c652,https://books.toscrape.com/catalogue/still-life-with-bread-crumbs_738/index.html,Fiction
Steve Jobs,39.5,14,5,95019eac1c0a052f,https://books.toscrape.com/catalogue/steve-jobs_737/index.html,Default
Sorting the Beef from the Bull: The Science of Food Fraud Forensics,44.74,14,4,3edcccc4f341fb1a,https://books.toscrape.com/catalogue/sorting-the-beef-from-the-bull-the-science-of-food-fraud-forensics_736/index.html,Science
Someone Like You (The Harrisons #2),52.79,14,5,a278db6b2b09cf9f,https://books.toscrape.com/catalogue/someone-like-you-the-harrisons-2_735/index.html,Contemporary
"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",35.43,14,4,394f6d30cafc3edb,https://books.toscrape.com/catalogue/so-cute-it-hurts-vol-6-so-cute-it-hurts-6_734/index.html,Sequential Art
Shtum,55.84,14,4,830fb3967c74866d,https://books.toscrape.com/catalogue/shtum_733/index.html,Fiction
See America: A Celebration of Our National Parks & Treasured Sites,48.87,14,3,f9705c362f070608,https://books.toscrape.com/catalogue/see-america-a-celebration-of-our-national-parks-treasured-sites_732/index.html,Travel
salt.,46.78,14,4,86cbddb61ea78bb7,https://books.toscrape.com/catalogue/salt_731/index.html,Poetry
Robin War,47.82,14,3,85b2176b3b194030,https://books.toscrape.com/catalogue/robin-war_730/index.html,Sequential Art
"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",25.48,14,2,31e2e2d9cca3778f,https://books.toscrape.com/catalogue/red-hoodarsenal-vol-1-open-for-business-red-hoodarsenal-1_729/index.html,Sequential Art
Rain Fish,23.57,14,3,a6454e329f872b78,https://books.toscrape.com/catalogue/rain-fish_728/index.html,Childrens
"Quarter Life Poetry: Poems for the Young, Broke and Hangry",50.89,14,5,aa35446aab16017f,https://books.toscrape.com/catalogue/quarter-life-poetry-poems-for-the-young-broke-and-hangry_727/index.html,Poetry
Pet Sematary,10.56,14,3,af58a74e4b2a23a0,https://books.toscrape.com/catalogue/pet-sematary_726/index.html,Horror
"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",52.15,14,3,8ecf0356a3878811,https://books.toscrape.com/catalogue/overload-how-to-unplug-unwind-and-unleash-yourself-from-the-pressure-of-stress_725/index.html,Self Help
Once Was a Time,18.28,14,2,e34efcc824685332,https://books.toscrape.com/catalogue/once-was-a-time_724/index.html,Childrens
Old School (Diary of a Wimpy Kid #10),11.83,14,5,02b74068fa98d8a4,https://books.toscrape.com/catalogue/old-school-diary-of-a-wimpy-kid-10_723/index.html,Humor
No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,21.95,14,2,132ec5e8c984adef,https://books.toscrape.com/catalogue/no-dream-is-too-high-life-lessons-from-a-man-who-walked-on-the-moon_722/index.html,Nonfiction
"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",38.39,14,2,71e36f33981ddb74,https://books.toscrape.com/catalogue/naruto-3-in-1-edition-vol-14-includes-vols-40-41-42-naruto-omnibus-14_721/index.html,Sequential Art
My Name Is Lucy Barton,41.56,14,1,727bf2b86b19ad88,https://books.toscrape.com/catalogue/my-name-is-lucy-barton_720/index.html,Fiction
My Mrs. Brown,24.48,14,3,cc82685d9f49bc2c,https://books.toscrape.com/catalogue/my-mrs-brown_719/index.html,Fiction
My Kind of Crazy,40.36,14,1,137b0b2775701e11,https://books.toscrape.com/catalogue/my-kind-of-crazy_718/index.html,Young Adult
Mr. Mercedes (Bill Hodges Trilogy #1),28.9,14,1,caa2e5b3fb1b2d4c,https://books.toscrape.com/catalogue/mr-mercedes-bill-hodges-trilogy-1_717/index.html,Fiction
More Than Music (Chasing the Dream #1),37.61,14,2,47d47155e89c8be7,https://books.toscrape.com/catalogue/more-than-music-chasing-the-dream-1_716/index.html,Add a comment
Made to Stick: Why Some Ideas Survive and Others Die,38.85,14,5,b96fc7a0ea7d4b45,https://books.toscrape.com/catalogue/made-to-stick-why-some-ideas-survive-and-others-die_715/index.html,Business
Luis Paints the World,53.95,14,3,5b43cae640f2338a,https://books.toscrape.com/catalogue/luis-paints-the-world_714/index.html,Childrens
Luckiest Girl Alive,49.83,14,3,d512871626a5e588,https://books.toscrape.com/catalogue/luckiest-girl-alive_713/index.html,Default
Lowriders to the Center of the Earth (Lowriders in Space #2),51.51,14,2,a10c7515834240f3,https://books.toscrape.com/catalogue/lowriders-to-the-center-of-the-earth-lowriders-in-space-2_712/index.html,Sequential Art
Love Is a Mix Tape (Music #1),18.03,14,1,adb5f51c2e2ab13f,https://books.toscrape.com/catalogue/love-is-a-mix-tape-music-1_711/index.html,Music
Looking for Lovely: Collecting the Moments that Matter,29.14,14,5,24af96df0bafb925,https://books.toscrape.com/catalogue/looking-for-lovely-collecting-the-moments-that-matter_710/index.html,Nonfiction
"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",46.91,14,4,17fb5a88180f9904,https://books.toscrape.com/catalogue/living-leadership-by-insight-a-good-leader-achieves-a-great-leader-builds-monuments_709/index.html,Default
Let It Out: A Journey Through Journaling,26.79,14,5,1174156c4a0eccaa,https://books.toscrape.com/catalogue/let-it-out-a-journey-through-journaling_708/index.html,Nonfiction
Lady Midnight (The Dark Artifices #1),16.28,14,5,708345c9897fd7c5,https://books.toscrape.com/catalogue/lady-midnight-the-dark-artifices-1_707/index.html,Default
"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",19.55,14,1,245e6bf08b8d2955,https://books.toscrape.com/catalogue/its-all-easy-healthy-delicious-weeknight-meals-in-under-30-minutes_706/index.html,Food and Drink
Island of Dragons (Unwanteds #7),29.65,14,1,2b52334fab158861,https://books.toscrape.com/catalogue/island-of-dragons-unwanteds-7_705/index.html,Fantasy
I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,25.98,14,4,b8a8ff84233f0570,https://books.toscrape.com/catalogue/i-know-what-im-doing-and-other-lies-i-tell-myself-dispatches-from-a-life-under-construction_704/index.html,Humor
I Am Pilgrim (Pilgrim #1),10.6,14,4,aeff7b87a8e83ebb,https://books.toscrape.com/catalogue/i-am-pilgrim-pilgrim-1_703/index.html,Fiction
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",14.75,14,5,fbb21a2f71f4d981,https://books.toscrape.com/catalogue/hyperbole-and-a-half-unfortunate-situations-flawed-coping-mechanisms-mayhem-and-other-things-that-happened_702/index.html,Humor
"Hush, Hush (Hush, Hush #1)",47.02,14,3,6b6cd77fbc91b7a6,https://books.toscrape.com/catalogue/hush-hush-hush-hush-1_701/index.html,Default
Hold Your Breath (Search and Rescue #1),28.82,14,1,0b165bd4b9f42fd5,https://books.toscrape.com/catalogue/hold-your-breath-search-and-rescue-1_700/index.html,Romance
Hamilton: The Revolution,58.79,14,3,afa829857f82f99e,https://books.toscrape.com/catalogue/hamilton-the-revolution_699/index.html,Nonfiction
Greek Mythic History,10.23,14,5,f201f263d8c23f97,https://books.toscrape.com/catalogue/greek-mythic-history_698/index.html,Default
God: The Most Unpleasant Character in All Fiction,30.03,14,5,eec424a84c9e4c68,https://books.toscrape.com/catalogue/god-the-most-unpleasant-character-in-all-fiction_697/index.html,Religion
Glory over Everything: Beyond The Kitchen House,45.84,14,3,de4b403cb629a29f,https://books.toscrape.com/catalogue/glory-over-everything-beyond-the-kitchen-house_696/index.html,Historical Fiction
Feathers: Displays of Brilliant Plumage,49.05,14,3,9194ae88379dbf1a,https://books.toscrape.com/catalogue/feathers-displays-of-brilliant-plumage_695/index.html,Art
"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",15.06,14,4,ac4dde0d1be05de0,https://books.toscrape.com/catalogue/far-away-places-on-the-brink-of-change-seven-continents-twenty-five-years_694/index.html,Nonfiction
Every Last Word,46.47,14,3,a2bd4ca82d908442,https://books.toscrape.com/catalogue/every-last-word_693/index.html,Default
Eligible (The Austen Project #4),27.09,14,3,9eaf58b03a2779cc,https://books.toscrape.com/catalogue/eligible-the-austen-project-4_692/index.html,Fiction
El Deafo,57.62,14,5,27c5968fe43cc06e,https://books.toscrape.com/catalogue/el-deafo_691/index.html,Sequential Art
Eight Hundred Grapes,14.39,14,4,1d6dd0c87d90fe92,https://books.toscrape.com/catalogue/eight-hundred-grapes_690/index.html,Fiction
"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",51.75,14,5,a01f6d368ef64dc5,https://books.toscrape.com/catalogue/eaternity-more-than-150-deliciously-easy-vegan-recipes-for-a-long-healthy-satisfied-joyful-life_689/index.html,Nonfiction
"Eat Fat, Get Thin",54.07,14,2,047dfa57ba0bf638,https://books.toscrape.com/catalogue/eat-fat-get-thin_688/index.html,Health
Don't Get Caught,55.35,14,1,ad2887ce04583910,https://books.toscrape.com/catalogue/dont-get-caught_687/index.html,Young Adult
Doctor Sleep (The Shining #2),40.12,14,2,bf5de316a5e9a4ab,https://books.toscrape.com/catalogue/doctor-sleep-the-shining-2_686/index.html,Horror
